1/1/2013,1/1/2014,1/1/2015,1/1/2016,1/1/2017,1/1/2018,1/1/2019,1/1/2020,1/1/2021,1/1/2022,1/1/2023,1/1/2024,1/1/2025,1/1/2026,1/1/2027,1/1/2028,1/1/2029,1/1/2030
$10.25,$11.00,$11.25,$11.40,$11.60,$14.00,$14.00,$14.25,$15.00,$15.50,$16.55,$16.65,$17.60,,,,,
